len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
742.0;17.0;60.6417785;59.71380666666667;356.0;79.9438558524114;-8.078513250102922;103.0;;90.0;4.546487879811234;;0.1505126953125;1.053955078125;0.002685546875;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;763.2631578947369;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;5.8;5.7;6.4;7.3;8.48254812321303;2.943196598284743;0.09468243815419464;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.48254812321303;up;4;0.01;36.00450887910015;1
746.0;16.0;60.64178233333333;59.713889;356.8;79.16315048618328;-8.276057782890838;101.0;;90.0;4.513751709308967;;0.1468505859375;1.002197265625;0.1204833984375;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;763.3473684210526;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;5.8;5.7;5.8;7.6;8.736202407051058;2.684996566424154;0.08666674323429624;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.736202407051058;up;4;0.01;36.71746945096352;1
751.0;15.0;60.64178583333333;59.71397116666667;357.1;78.97986395878303;-10.196734258323216;102.0;;90.0;4.501332203757205;;0.171875;0.9522705078125;0.066650390625;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;763.4315789473685;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;5.6;6.2;6.8;7.6;8.92579685921941;2.7855290280976144;0.12016224088282135;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.92579685921941;up;4;0.01;36.3574942602678;1
755.0;16.0;60.6417905;59.71405;357.8;78.96483204780174;-9.608343921352734;102.0;;90.0;4.333762566875282;;0.17529296875;1.0263671875;0.0670166015625;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;763.5157894736842;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;5.6;6.4;6.8;6.6;9.515936561515328;1.9557235804173996;0.086214328931;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;9.515936561515328;up;4;8.92579685921941;37.241972977452406;1
759.0;0.1;60.64179383333333;59.71412866666667;358.4;79.91357115939284;-10.016759668484802;102.0;;90.0;4.309421864465539;;0.1900634765625;1.075927734375;0.0223388671875;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;763.5999999999999;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;5.6;6.4;6.8;6.6;9.415013040181305;2.4687553284801194;0.09448325538798863;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;9.415013040181305;up;4;0.01;37.241972977452406;1
764.0;15.0;60.641797333333336;59.714204;359.0;79.21011013480074;-10.309351505136252;101.0;;90.0;4.129911482436296;;0.1885986328125;1.03271484375;0.0546875;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;763.6842105263158;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;5.3;6.2;6.8;6.4;9.80944916593151;2.9768149459626616;0.10054878284263191;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;9.80944916593151;up;4;0.01;37.61070538316976;1
768.0;15.0;60.64180116666667;59.7142815;359.7;80.52753540434992;-8.63884249955077;101.0;;90.0;4.251213410878469;;0.154541015625;1.0145263671875;0.0660400390625;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;763.7684210526315;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;5.7;6.1;7.3;6.4;9.677736243587646;3.0890777909709386;0.10648021306586308;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;9.677736243587646;up;4;0.01;37.61070538316976;1
772.0;15.0;60.64180516666666;59.71435783333333;360.1;80.14066006650344;-8.394418107019714;102.0;;90.0;4.189797059952591;;0.1519775390625;1.025146484375;-0.0517578125;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;763.8526315789474;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;5.7;6.1;7.3;6.2;9.240872843865642;4.476052475069258;0.10671145973810203;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;9.240872843865642;up;4;0.01;37.241972977452406;1
776.0;15.0;60.64180916666667;59.714434;360.6;79.06100375441707;-10.4347529695226;101.0;;90.0;4.180751958644176;;0.1881103515625;1.0223388671875;0.0577392578125;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;763.9368421052632;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;5.4;6.1;7.3;6.2;9.168509085903068;4.580068658359301;0.11118695729361194;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;9.168509085903068;up;4;0.01;37.61070538316976;1
781.0;15.0;60.6418135;59.71451316666667;360.8;78.56054850921586;-9.256194181358682;102.0;;90.0;4.347547725055523;;0.164794921875;1.0062255859375;0.1148681640625;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;5.9;6.1;7.2;6.2;8.80972171760426;4.613565035440307;0.12838558085588025;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;15.0;0.0;8.80972171760426;up;4;0.01;37.241972977452406;1
785.0;15.0;60.6418185;59.71459216666667;361.2;76.84414154702628;-8.818117956946733;100.0;;90.0;4.347384623914157;;0.154052734375;0.9774169921875;0.1617431640625;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;6.4;6.1;6.4;6.4;8.514944368117932;4.852738741723652;0.10759218849994445;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.514944368117932;up;4;0.01;37.986812437001454;1
789.0;16.0;60.641822833333336;59.714674;361.6;80.2930423704301;-7.1102589742957;99.0;;90.0;4.492216228966259;;0.121826171875;0.96923828125;0.112548828125;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;6.4;5.6;6.3;7.3;8.050264169203729;4.881360792410806;0.10224357778712512;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.050264169203729;up;4;0.01;38.37051761313278;1
794.0;17.0;60.641827;59.71475683333333;362.1;80.58576575210094;-6.988986194492643;100.0;;90.0;4.544549972280979;;0.125732421875;1.02685546875;0.10107421875;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;6.4;5.7;6.2;7.3;7.834478974148671;4.535385857905459;0.05615381924448348;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.834478974148671;up;4;0.01;37.986812437001454;1
799.0;17.0;60.64182933333333;59.7148415;362.3;81.23241080477696;-6.722484011323887;100.0;;90.4;4.6281698262793265;;0.1214599609375;1.0233154296875;0.088623046875;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;6.2;6.1;6.6;7.1;7.570792062282043;4.366288504088506;0.08542860799709895;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.570792062282043;up;4;0.01;37.986812437001454;1
803.0;17.0;60.641833;59.71492883333333;362.5;80.61099756170542;-8.083080139596863;101.0;;90.4;4.783859476932116;;0.150634765625;1.04931640625;0.086181640625;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;6.6;6.1;6.6;7.1;7.437385954624616;4.424329909085575;0.09502682959109743;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.437385954624616;up;4;0.01;37.61070538316976;1
808.0;17.0;60.64183716666667;59.715018;363.0;77.36595784118754;-9.006694686030157;102.0;;90.4;4.8885266825153035;;0.166748046875;1.0450439453125;0.0321044921875;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;6.6;6.1;6.6;7.2;7.764080203372527;3.566991169341863;0.09520371994956278;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.764080203372527;up;4;0.01;37.241972977452406;1
813.0;17.0;60.64184133333333;59.715107;363.3;81.06874026945601;-8.8276339168312;103.0;;90.0;4.879470963301004;;0.1475830078125;0.9576416015625;-0.0028076171875;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;6.2;6.1;6.7;7.2;7.7796511431491835;2.9537365781135243;0.11529444316237636;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.7796511431491835;up;4;0.01;36.880400424273255;1
818.0;17.0;60.6418465;59.715198;363.7;82.41690385613936;-3.185336780870597;102.0;;90.4;4.9997215764522736;;0.060302734375;1.0679931640625;0.1300048828125;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;5.8;6.3;6.7;7.3;7.61669130758843;2.8679578982740583;0.1478803278375158;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.61669130758843;up;4;0.01;37.241972977452406;1
823.0;17.0;60.641853;59.715287;364.2;79.97620282794047;-10.016700652512586;102.0;;90.4;4.91097299760887;;0.1866455078125;1.0565185546875;0.002685546875;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;5.8;6.3;6.2;7.3;7.351795330437128;2.9192710296095434;0.1941676710561966;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.351795330437128;up;4;0.01;37.241972977452406;1
828.0;17.0;60.6418615;59.71537516666667;364.8;82.16431734579359;-7.6683043970759215;102.0;;90.4;4.90404428907664;;0.1419677734375;1.0548095703125;-0.0030517578125;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route2'];659;;;5.9;6.2;6.2;7.6;7.183628482584697;3.257662139088566;0.19309988675244738;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.183628482584697;up;4;0.01;37.241972977452406;1
833.0;17.0;60.64187;59.71546383333333;365.4;79.66512728058882;-6.195662358665257;101.0;;90.4;4.930821667311901;;0.113525390625;1.032958984375;0.1322021484375;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route2'];659;;;5.9;6.2;6.8;6.8;7.200231029631202;3.2141495383612897;0.15505975810827866;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.200231029631202;up;4;0.01;37.61070538316976;1
838.0;17.0;60.641876833333335;59.715553;365.9;82.05892872111781;-7.906942755613727;102.0;;90.4;4.925560741574388;;0.1400146484375;0.982421875;0.0126953125;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route2'];659;;;5.8;6.1;6.6;6.9;7.154644977004147;4.2212476781109745;0.16175155143791242;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.154644977004147;up;4;0.01;37.241972977452406;1
843.0;17.0;60.64188383333333;59.7156405;366.4;80.17120972877672;-7.651925140472571;102.0;;90.4;4.838662796182885;;0.14111328125;1.0494384765625;0.1087646484375;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;5.8;6.2;6.6;6.9;6.891248748806721;5.002826024081318;0.1438544463625735;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;6.891248748806721;up;4;0.01;37.241972977452406;1
847.0;17.0;60.64189;59.71572733333333;366.7;79.91977166583868;-7.927899054402754;102.0;;90.4;4.788578948935729;;0.1444091796875;1.0194091796875;0.067138671875;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;5.8;6.4;6.3;6.9;6.703880744082282;5.4952038725660115;0.1485296839439092;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;6.703880744082282;up;4;0.01;37.241972977452406;1
852.0;17.0;60.641896333333335;59.71581366666667;367.3;77.48702008524234;-6.498237551727433;101.0;;90.4;4.76428320338175;;0.1187744140625;1.0186767578125;0.170166015625;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;5.8;6.4;6.3;7.2;6.538782131423005;6.107213516717937;0.16080349395314486;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;6.538782131423005;up;4;0.01;37.61070538316976;1
857.0;17.0;60.641903;59.7158975;367.8;80.98863019221363;-5.0902665035100565;102.0;;90.4;4.63518204102978;;0.08740234375;0.9844970703125;0.1241455078125;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;5.8;6.4;6.8;7.2;6.293323736319217;6.611142782628771;0.16674383761984712;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;6.293323736319217;up;4;0.01;37.241972977452406;1
862.0;17.0;60.64191;59.715982333333336;368.2;79.37466575168347;-4.784067888124864;103.0;;90.4;4.69507820768991;;0.0828857421875;0.991455078125;0.1573486328125;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;5.7;6.3;6.8;7.1;6.085810509498986;7.006970871008092;0.14223888890124736;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;6.085810509498986;up;4;0.01;36.880400424273255;1
866.0;17.0;60.64191616666667;59.71607016666667;368.5;77.47317396050316;-3.0814179018205814;102.0;;90.4;4.8425948473088205;;0.0545654296875;1.0050048828125;0.2083740234375;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;5.7;5.9;7.8;6.8;6.387174810675828;6.699555236131357;0.13864281357153962;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;6.387174810675828;up;4;0.01;37.241972977452406;1
871.0;17.0;60.641921833333335;59.716153;368.9;80.06287695111158;-9.03046437524998;100.0;;90.4;4.564603350389094;;0.1566162109375;1.0301513671875;0.071044921875;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;5.3;5.8;7.8;5.9;6.551812427458618;6.680245071527643;0.12311449392968332;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;6.551812427458618;up;4;0.01;37.986812437001454;1
876.0;17.0;60.641927;59.71623816666666;369.2;80.73031558960875;-9.014870915752368;100.0;;90.4;4.683599664368035;;0.1507568359375;0.952392578125;0.01318359375;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;5.2;5.0;8.2;6.4;6.552362318921945;5.978062256166872;0.12964254009673337;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;6.552362318921945;up;4;7.721276928299297;49.292106314921426;1
880.0;16.0;60.64193216666666;59.716319;369.3;79.72267741337797;-7.136203529917108;104.0;;90.4;4.4489830503597165;;0.136962890625;1.06640625;0.1026611328125;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;6.3;6.3;8.2;8.1;6.660268484345257;5.5493392268619655;0.1227498909138296;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;6.660268484345257;up;4;0.01;47.39625607203983;1
885.0;17.0;60.641937166666665;59.71640166666667;369.6;83.47846403765652;-5.2131893225106944;107.0;;90.4;4.545910083030039;;0.0931396484375;1.0054931640625;0.0521240234375;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;6.3;6.3;6.2;8.1;7.302429407630645;4.575100079404592;0.14834683775486068;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.302429407630645;up;4;0.01;46.06738907936582;1
889.0;17.0;60.64194333333333;59.71648583333333;370.1;79.76112753615323;-6.643851320737835;103.0;;90.4;4.644582480017925;;0.12744140625;1.08544921875;0.1474609375;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;6.2;6.3;6.2;7.6;7.3593729858897525;4.350747314166192;0.1642103690692287;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.3593729858897525;up;4;0.01;47.85641389798197;1
894.0;17.0;60.64195033333333;59.716572;370.7;79.28375938445555;-8.726985964374272;102.0;;90.4;4.766847936017758;;0.154296875;1.007080078125;0.0496826171875;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;6.1;6.3;6.7;7.6;7.393071148299228;3.9885863205006618;0.16452293258208495;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.393071148299228;up;4;0.01;48.32559442639355;1
899.0;17.0;60.64195733333333;59.716658;371.1;79.22871027486136;-8.000439571215543;103.0;;90.4;4.757873348800811;;0.1422119140625;1.0150146484375;0.121826171875;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;6.2;6.1;6.7;7.6;7.73072405844635;3.9571771780034766;0.17704922394357214;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.73072405844635;up;4;0.01;47.85641389798197;1
904.0;17.0;60.64196483333333;59.7167435;371.4;81.48124860687406;-7.236933564081979;104.0;;90.4;4.740440341542807;;0.1282958984375;1.0098876953125;0.079345703125;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;6.2;6.1;6.7;7.4;7.968128654120503;4.005710150396688;0.18509656890444393;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.968128654120503;up;4;0.01;47.39625607203983;1
908.0;17.0;60.64197266666667;59.71682883333333;371.8;80.59788152687867;-8.345261823709858;103.0;;90.4;4.738174186296862;;0.154052734375;1.04541015625;-0.021240234375;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;5.6;6.3;6.8;6.9;7.824996515357777;4.163703654192557;0.19225756520146886;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;7.824996515357777;up;4;0.01;47.85641389798197;1
913.0;17.0;60.641980333333336;59.71690916666667;372.4;78.55326524055789;-10.297328945202263;104.0;;90.4;4.466649192645715;;0.1851806640625;1.0179443359375;0.0546875;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;5.6;6.3;6.8;6.7;8.212776797326885;3.251062387943308;0.17144415946542724;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.212776797326885;up;4;0.01;47.39625607203983;1
917.0;16.0;60.64198716666667;59.71698966666666;372.8;81.40537219748825;-7.850284307292901;103.0;;90.4;4.458816951826006;;0.142333984375;1.03125;0.062255859375;Груженный движется вперед;32;75131;130;;;;;760.0;30.0;752.0;24.0;776.0;45.0;756.0;42.0;716.0;34.0;764.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;5.6;6.3;6.8;6.8;8.126390017809129;2.8043557101935686;0.18371771784792257;7.0;7.0;7.1;7.1;-;7.0;7.1;0;0;0;0;-;0.0;0;0;up;0.0;0.0;8.126390017809129;up;4;0.01;47.85641389798197;1
